textID,text,sentiment,Labels
bf56ac2c48,Off to take a math quiz...on a friday....booo,neutral,Social
6d9423af3e, anything  bookmark - keychain - surprise me,positive,Political
078c7778dd,() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,negative,Economy
81ea08af92,Anyone want my chocolate nutella mochi? Its just gonna go to waste,neutral,Technology
c451975be1, i live in manchester england but still have never been to london,neutral,Social
3ab87ba2c0,_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,neutral,Social
856c445b1e,may the 4th be with you! HAPPY STAR WARS DAY!,positive,Political
db544f7400,"****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start",neutral,Political
a19d94c943,"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",negative,Social
bc45ff21ac,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,positive,Social
230f661db4,"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3",negative,Social
4245b89bb7, Yay! I am not the only Eurovision fan on twitter  #eurovision2009,positive,Social
04ff36b879, well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,neutral,Economy
f545102a3f,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,neutral,Technology
066cd71119,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,positive,Social
cc1af9564d,"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff",neutral,Social
cb60a0d946,"It`s called communifuckingcation.....learn it, know it, do it. These stupid **** people!",negative,Social
27c3d491e3, Makes me wish I had dogs instead of cats!,negative,Political
a9c03b94ca,_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,positive,Economy
65ad1cc705,"just woke up still in bed  sundays r the ****, its the do nothing day of the week",neutral,Technology
4d136579b4, - I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,positive,Economy
6c3c600cd5, me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral,Social
c3c5354d99, HELLO friend!! Welcome to Twitter!!,positive,Social
34f30a2c23,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,negative,Political
a36f2a5b64,i don`t like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling & pizza,negative,Economy
a250339cc7,Forced to eat red hotdogs coz I`m starving and there`s nothing else for breakfast. Ick.,negative,Economy
821ab8d5e4,"Played D&D on the bank holiday - was nice, got many XP  And killed a blob. Actually, two, though the 2nd had tentacles.",positive,Technology
c89b84685c,"traveling alone makes i meet new people,new circle ..strangers become friends",positive,Social
fa433dc291, Then you might enjoy this one too  http://tinyurl.com/ygcp3f,positive,Social
5ba27f7ecc,"_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it",neutral,Social
84d083349c,Just got home from another amazing night,positive,Political
6849892d9f,"_x when my brother is 18, i will have moved!",neutral,Economy
743691574d,"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral,Technology
8c337a1d29,Eww town fair tire smells horrible. Its making me sick,negative,Technology
bc61c9ef5c,"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",negative,Social
dad236076f,Happy Mother`s Day :] I lovee you mami,positive,Social
97576d1405,"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can`t find a karaoke track in a high enough key",negative,Political
bf60c2d52b,excited how the jon does will do today  Good luck guys ;),positive,Economy
2bace8af9c,Ouch!!... Stomachace.... I ate a lot...,negative,Technology
b0f997ea82, no I was too slow  I hate getting the trailhead then not getting in.,negative,Social
2e3afc2394,  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,negative,Social
04dad4fe5b,Oh dear  #bgt,neutral,Social
3c26193221,made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,positive,Political
10b52778a6,wish i can be with her every day,neutral,Economy
f914309bd5,must be time to go home - yes indeedy,neutral,Technology
a78958eaa5,Where is Teng?,neutral,Social
d1c4d47eaa, hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,negative,Political
5c4bbd7e5c, http://twitpic.com/2aa0m - So this is where you`re getting the $$$ for the island,neutral,Economy
5229c74ce7," Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",negative,Social
2fdbe40c03,grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,negative,Technology
0b8f6ec255,_ oh i read that,neutral,Social
74015771ad," It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",positive,Political
9113b73c77,_Cat  we all know and yes dont remind me im so effin jealous  **** aust some times,negative,Economy
63a625e0f6, Yeah same,neutral,Technology
468cef572b,Doesn`t have to go to work tomorrow! Good times! Revision though,positive,Economy
bb7e9074d3,super bored on a friday night,negative,Social
0adf28c5a1,feels very very sick  hmph.,negative,Political
257a24b03c,"@ 102.7 KIIS-FM hey, I can`t seems to get ryan`s show online, what`s not right then?",neutral,Economy
66a93bc52d,"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",neutral,Economy
c2c64bddac,"My guitar ain`t herew yet?, feel like i lost a limb!.",negative,Technology
e3bffa84b1,not having a good day..one bad thing after another,negative,Social
b6f48fa598,had a horrible sleep + in a rather bad mood,negative,Political
4bf439f49a,it`s pretty cold outside  today i got another exam...,neutral,Economy
984cd1eb3f, when in doubt go with the instincts.,neutral,Technology
f35c830c79, Cavs has the easier route than Denver.,positive,Social
240bfbbc78,"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",positive,Technology
454829e8ff,Running errands with my little man. Maybe he won`t act like a 3 year old today.,neutral,Political
18d3109614, http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,neutral,Economy
7554945466,why nobody write with me ? !,neutral,Technology
0a512e8e0d,Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,positive,Social
27f7266f1f,Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,neutral,Social
318050f9de,im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,neutral,Political
05341e9a98,in IT-lesson at school and eating salad,neutral,Social
746994570, just answered you- never learned how to write in French- just basic stuff-,negative,Economy
57342ea5db,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative,Social
3077b6b833,"I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.",neutral,Technology
5e8b129ae0, WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,negative,Political
897025f513,Just got back from 5km run!  It was really good!,positive,Social
c139af3341, I dunno man. How bout some wendy`s?? mmmmmm we dont gots that in H-town,neutral,Political
a709c4ffd4,I ran outta bathroom passes.  maybe mrs. French will be nice today?,neutral,Economy
ed92b5dec8,"i hate the fact that it is so nice outsidee, and im inside doing revisionn",neutral,Social
61e1765532,"Ugh my neck really hurts  I`m out aquatards, xox",negative,Technology
35bd855aa8, your knowledge of X-men is starting to scare me,negative,Social
8adb52d9a1,I am watchinggg the new video of  Its sooo good  Addicted!,positive,Political
e35092f989,god it pisses me off that i always enter comps & never win.I am such a sore loser,negative,Economy
53010c786e,_ I had curry shrimp yesterday lol I love seafood,positive,Social
0b64ef4153, me too except move that 7am to 9am,neutral,Technology
a6ffb21858,Hellooooooo... Whats the scene people !!!,negative,Social
4c28a5cc39,  tee we beefin....what was u supposed to do before leavin????,neutral,Political
98cfd2075f,You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,negative,Economy
46fb091679,Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,positive,Technology
1b93144d12,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,positive,Social
4cbfc6a9fa,thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,positive,Social
6bbcb1803a,"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",neutral,Political
e4db90dd2a, ....any  sorry wahh!! lub u toooo ;),neutral,Economy
f360cc52c2, cupcake!!  you can call me anything but 'bitch' i suppose..and even then under certain circumstances....,negative,Technology
5f7f3ecc8a,They burnt my zuccini,negative,Social
5cb0031a35, Oh no!  I hope you find your kitten,positive,Political
97afa4ae07,madd bored,negative,Economy
0a5e46a73e,Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,negative,Social
dfbd510b11,: Where did you get a copy? I wanna watch that also.,neutral,Technology
19b7fd49bd,"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.",negative,Economy
84ca6bf479,Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,negative,Social
139d69ebfb,Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,positive,Social
b6be5c2669, that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though,positive,Political
546a335f80, You charmer   Do you like football too?,neutral,Economy
578ae29d92, Thank you Jon!  That`s very sweet.,positive,Technology
02b88062b3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,neutral,Social
1be9b3f318, perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,neutral,Political
c07e698523,I FEEL LIKE ****......,negative,Economy
3e73b119d8, I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,negative,Technology
d65cbf00a7, ya and i would have gained a few kgs by then.  what are you working on today?,neutral,Economy
367b67dd15,My head`s THUMPING.,negative,Social
ea95be8d33, can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,positive,Political
21ace14664,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,negative,Social
be445111e7,: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,positive,Economy
9d6714a4bb,it makes me want to cry when 2 grown men discuss characters on All My Children.,negative,Social
ad662e3d5b,About to go eat breakfast at jay jays cafe with my one and only,neutral,Technology
06609ecb09,fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,negative,Social
3b241fbe7b,Well rite i gt a headache,negative,Political
800700f62c,"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",negative,Economy
5ed3190357,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,positive,Economy
0e7ed1c470,Just broke her dresser shes had since she was three,negative,Economy
412f8c4fc1," Headaches suck, especially stress related ones. I used to get those a lot.  <3",neutral,Technology
172a9fc80f,I really like Lady GaGa`s 'Paparazzi'...  #whatshappening,positive,Technology
fe8205bc15,getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,positive,Technology
5b5cede748,chili cheese fries a bad idea for lunch..,negative,Social
c6dce36685, you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,positive,Social
62b2de6a93, you`re not gonna paint me? oh well  ;),neutral,Political
a39a139223,just joined Twitter...     Hiya world!,neutral,Social
d49d68f107, Indeed I did get your song however am unable to listen.,neutral,Economy
991c2301eb,Decided not to go...I want to see my sweetie  But I can`t.,negative,Technology
295fee573c,"feeling better, still coughing. : / not moving on yet. its impossible.",neutral,Social
3f3cdc9c1a,Really big spider on the floor two metres away from me  am actually a little scared.,negative,Political
5cb66a0057, tell your grandmother i say hello,neutral,Social
3c7375060f,_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral,Economy
02dd3886b5,feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,neutral,Technology
3a85ff666d,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,neutral,Social
0dca85c051, DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,neutral,Social
b4458fd6a5,"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral,Social
ef4c6bf83e,can`t wait for Daughtry`s new album! Ack. Two more months!!!,positive,Political
937a0e0cfa,"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",negative,Technology
1b8d31d6b3, have you seen 'The Fifth Element'? makes 'super green' a lot funnier,positive,Economy
587777344e," Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything.",neutral,Social
7afd74a542, my friday feels boring too. no time for fun today and not so much in the mood for it either,negative,Technology
884db95b60, excuse me ...theres me!!!  jkidding lol...so how long b4 yr fun night out starts lol,positive,Social
0efadd6e63," fair enough. actually, you dont have to give me x-men.  mad max will do me fine",positive,Political
7972092a15,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww,negative,Economy
e381609148, dont depress me  I have the mother-in-law staying the weekend. Someone else to wait on other than the kids!,negative,Social
fe0a5e4fc4, girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,negative,Technology
41d9fad711," -- No fair, I want a sticker but I just moved away from London",negative,Technology
e21b9b8fd9,starting off my day with a little Northern Light,neutral,Social
ce0eb5683c,Too tired,negative,Political
8866882869,Soooooooooo glad to learn that Farrells ice cream parlor is staging a comeback in So. Cal -- too bad it`s in the Mission Viejo mall,neutral,Economy
958adfa14f," loll , of course me tooo  & i love their new song toooo ?",positive,Social
348c72a49d,There was no traffic at all on my way home and all traffic lights were green.Im afraidIowe karma a big check,positive,Technology
a7876c66da,homework...boring,negative,Economy
722ca3ecbb,"was doing a hard copy doc review,while writing comments realized `ve forgotten writing i.e. on paper,can hardly recognize or read it back",negative,Social
1d779830cc,Y is it when I luv someone I fear them? i just wish someone can exsplain it 2 me,neutral,Political
b979e7ab77,Morning everyone! Hope you have a great Sunday!!,positive,Economy
9fa91c181c,Looks like my Twitter is down,negative,Social
0399f65277,A beautiful song for anyone that could use a pick me up tonight  ? http://blip.fm/~5ynxo,positive,Technology
7e0bd4b60f,_PrintChick exactly! Thats the first time i saw his @ reply to Jon. Never going there again. Oh have fun with d new phone.,positive,Technology
e2808976d1,"_rey Nah you do it really gradually with PTFE tape. so goes up 0.1 mm at a time. Ive been doing it for years, I love it!  x",positive,Social
4389393809,_honey thank you  i have a business exam tomorrow too :/,positive,Economy
a3bf957c89," at least its legal , here in kuwait if u weren`t driving SUV then u will get a ticket with big smile",neutral,Social
4688288163,....yup stil at work,neutral,Economy
ac3504ca07," Oh I love `em, but when I think about the kind of preservatives they`re using to stay 'just-baked' it kinda makes me sick",neutral,Social
afc78ee956,My dad`s drunk off his ****. Today was successful.,positive,Social
d3d7dfa00f, **** marriage isn`t legal everywhere here.,negative,Social
3496566cc2," IM SORRRYY  i went to the cinema with my broth.. cause im cool.. and yeah im sorrrry  TOMORROW THO, ILL MAKE SURE OF IT",neutral,Political
fc0c7d4636, Nope!  She can travel all she wants when SHE can pay for it.,neutral,Economy
f59006f733, Good morning David! Happy Mother`s Day to your mom lol. Too bad u can`t be with her. She is so awesome!,neutral,Social
2a29423a8c,My sunglasses broke,neutral,Economy
8880c0e766,is up with a nasty cough i cant be sick i have a huge weekend ahead of me,negative,Economy
4c10c38a2d,"Really enjoyed Star Trek - great movie, amazing special effects. Definately recommend even if your not a Trekky",positive,Technology
ee9c9c7e19, those photos are lovely! Who knew you were as talented a photographer as you are a journalist!,positive,Social
30453a3c66,: So wonderful to spend Mother`s Day with my mum.,positive,Social
8a60acff0f,The 'Catch Me If You Can' DVD that I rented from Blockbuster.com yesterday was cracked. Figured it out about 35 minutes into the movie.,positive,Economy
c27d3716ef, have a lovely weekend,positive,Social
9d0515f138, who what?  call me,neutral,Social
22175e950e, **** no dublin,negative,Political
975d573992,So jealous im not at asylum right now,negative,Economy
1433f8c1ba, just giving shouts to all my peoples in Twitterville,neutral,Social
d0a44ffdcd,Pwnd from all sides,neutral,Technology
7e15438cc8,"today is maintenance day for me, my flat and my blog...yeahhhh a lot of little works",neutral,Economy
b01cd83ef4,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010",neutral,Social
5003cc704f,"  you have been busy, have a lovely time",positive,Social
cbfddfa340,Having a great chat with a friend. He`s totally putting my mind at ease,positive,Political
a7ab603a60," I`ve had that 'problem' too, being charmed fast, I mean. I`ll cross my fingers for you",negative,Economy
f7c2dfa269,"It`s this year. Can`t catch it, won`t be in NY till Oct 2010.   http://bit.ly/AF8JT",neutral,Technology
de68b8987f, Oh sure . Thx,positive,Social
791449f114,I can`t comment directly to someone...... and I`m here all alone,neutral,Social
0a513bf6b8,Is responding to an email.,neutral,Technology
2ca3a70ea1, i don`t even know what sporting social enterprise means....,neutral,Political
43af9e6c2b, you were great. just awesome. i was crying cuz i wanted to be there so bad,neutral,Social
aa4c750c17, Right on! Pull up a chair and welcome,positive,Economy
0a5677e851,Romantic evening in with papa murphys and 'battle BC' from the history channel,positive,Technology
041fb3610e, do you really smoke???,neutral,Social
706e150b70,Bloody sunburned,negative,Political
776a4bd5ec,"  yeah, big chill here too good foods, good music, great weather!  have a cool day Bro!",positive,Economy
7683fc208f, awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,neutral,Technology
463bcdba09, ohhh that cant be very fun    but hell you manned it up!!   looks like you got some **** done today!!,negative,Social
0c61206a16, not gonna ask what a boom boom is!  morning.,neutral,Political
bc024b914f, don`t forget to follow emma from london =  like you said you would! I wish you aswered my calls  it cost me ï¿½14,positive,Economy
f3a805366c,**** i`m gonna miss the grand prix.I`m going to have to try and sneak back to the room,negative,Technology
704f7030d0, so close to tennessee,neutral,Social
ba6d24a864, Yeaup. I was gonna tell ya that,neutral,Political
0a6d69b680,"trying to wake up, but is finding it very hard",negative,Economy
c0b7994ca0," you need to play something from Mary Poppins at them, everyone knows that`s how rooms get tidy",neutral,Technology
3b325823e4,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person,negative,Social
b6bf74a5c8, Europe sounds gr8! Will finish my exam on Teus and then we`ll  talk about it,positive,Political
37a8a1cfce,"Oh, my God..... The end of the first course))) don`t believe in it) but, yeh, so many exams  La-la-la// everything is wonderful!!!!!!!!!!",positive,Economy
d5ea260d03,im sick and sad its cold,negative,Social
c8bcfff762,shut up.,negative,Technology
d3eb6c4087, guess Ill drive it back nine hours,neutral,Social
453d3f1909, you`re in harlem? where? im so jealous right now! i miss living in nyc!,negative,Political
09f6e21fa6, - I`m not letting Reach sink. Thats for sure. I`m still presenting and joint HON! Owens Mon 8pm-10pm & I`m Sat 2pm-4pm,neutral,Economy
2e58a6ff92,Wishes she had a pool,positive,Technology
b96300b57e,#test SEO SMO marketing  try it,neutral,Economy
63bc38e0c8,"**** another day at the office, the sun is bursting from the sky...and the women are eh well...back to the keyboard",neutral,Social
134147ee57,rushing to sitter to pick up my 103F-fevered preschooler,neutral,Social
c01a67c73c, you didn`t give out #followfriday advice like i told you?,neutral,Political
edba2e5548,awake sadly        seeing Leon today !,negative,Social
4e8c75d9bf,uqh soo boredd supposedd to be asleep cuzz i have too wakke upp earlyy but i juss cantt sleepp.! omq tomorroww iss mother`s dayy,negative,Social
450706baac, awesome. Wha`dya get her?,positive,Economy
dbc3276148,"Should have gone to bed ages ago, **** you tedtalks!  Gotta get up early too",negative,Technology
1729940544,Had a totally chilled out day relaxing in the garden in the lovely weather. Shame I have to go to work tomorrow,neutral,Economy
3b012ceed8,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",positive,Economy
48d80d1e8f, Good for you Rachel.  I have nowt,positive,Social
6dbbd88efb," bananabrain2 got hit by a car and got screwed! : O, 32 oepn wounds, a broken finger, broken toe (both toe and nail) f**ed up",negative,Economy
5000ec4a54,I already miss my Mohawk.,negative,Political
63b67f5e23,only got 22.90 in tips last night.. (N) but he earned bulk money anywho,neutral,Economy
5d1f958304,We bought a pool instead of going to California. Now the pool is broken and we have wasted our vacation money for the next 2-3 years.,negative,Economy
a59290b2b8,Listening to Lady Gaga... Relatives just left after our Mother`s Day celebration,neutral,Social
cdf3da6970,Cleaning + finding stuff to sell. I`m so poor.,negative,Economy
8056b0deba, OMG I just spit my drink out! RIP hair straightener!!,negative,Economy
b822233cb1, Thank you so much  Me neitherrrr!,positive,Technology
c3a4cd9e7f, Ahh! normally I would jump at that but i`m manning the office solo today,neutral,Social
461402680c, mmm but nothing i can do. lucky ive got great friends like u to cheer me up,positive,Social
6cd11d3484,wats up with the racism in australia? Its not nice,negative,Political
87b89f122e,"[Aeroplanes - We Know, Plato!] One of my favorite WKP songs!  ? http://blip.fm/~5jq91",positive,Economy
5e0a8390d1, feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,neutral,Social
82d99a5bec,painting,neutral,Technology
70118544bf," oh nos, what happened",neutral,Technology
8db2c0be30,Getting ready to launch the podcast of chapter 1 of 'Turning Left at Albuquerque' this morning. I know you`re excited - so am I!,positive,Social
b9c6bd594d,"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative,Social
6e2d870af2,About to clock into work,neutral,Economy
bd6eb04e89,now we are also on twitter  follow us to know the latest!,neutral,Social
b4f519eebf, I kno I kknow ... sigh... been on. but it sux,negative,Political
b2126e7909, Mr Tweet I think,neutral,Economy
a24a95ffed,i`ve become one of those pathetic girls that feel lonely without their boyfriends hahaha i miss josey already!!,negative,Social
af70204441,"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today",neutral,Technology
4c0e5429a0," haha, sorry, it`s past my bedtime",negative,Social
2a27d34059,"Texas Chainsaw Massacre: The Next Generation. Tis nothing, but pure insanity. Can I have the title of Queen of watching bad horror films?",neutral,Political
d93bc4e903,"I definitely missed listening to The Spill Canvas, I miss seeing them live as well  'Now I`m in stitches ooooover you and oooover you, oh'",negative,Economy
2a708c3485,"had a great weekend in Stuttgart at the befah-conference. Wonderful people, nice discussions and lots of fun. Together we`re strong!",positive,Technology
e3c1c6914d,who goes bowling anymore?... me and my friends,neutral,Social
a107fa1a8f, I`m just following you because we`re both wearing Converse,neutral,Social
4ba7c470aa," hun are you okay? I see alot of your posts your exercising like mad,not eating or sleeping",negative,Political
a82d583e9a, its brokey,neutral,Economy
0ed3300bcd,"had a fun time at the concert!  almost got a picture with Taylor Momsen, freakin next in line then she left!",positive,Social
e8abb0d477,hm i`m happy but i want to join drama practice today !,positive,Technology
e8e718cb59,finally synced iPod,neutral,Technology
8fccceea97," if you register now, you`ll be able to buy in pre-presale next year. Saturday`s gonna be mayhem on internet, wake up early girl",neutral,Economy
c18af50515, no.1 dont really mean anything to me anymore :L it did when good old top of the pops was on every sat or friday or something,negative,Economy
b9128c675a,im home!  videoke at Funtime.. yey! got loads of tickets! nyahahaha!,neutral,Technology
0db4960dd0,Nothing like waking up slow in the morning. Docs appt today.,neutral,Technology
f2e422b4a2,Tanya is jealous because I`m Mike`s new favorite  It`s because he tried to kiss me over the weekend....pictures to follow at 95sx.com,neutral,Social
2cc1219cb0,I`m slightly disturbed by Hollyoaks tonight.  I really don`t think it`s something that should have been shown at 6.30pm...,negative,Political
e2e8eb98c1,Sad that when fitness center reopens will not have our Zumba class anymore.  Just found out today on our last class before closure.,negative,Social
89e806e3e3,"ï¿½ï¿½h. iï¿½m gonna go in the 'big' house now, borrow my sis guitar and play and maybe write",neutral,Economy
a3b7856402,Morning.. Coffee and fresh air,positive,Technology
05c19e3bde," oh, is it good? I`ve been wanting to watch that movie but nooobody would watch it w/me",negative,Social
60a3027add,Sleeeeeeeepy.... I`m off... Goodnight twitterverse!,neutral,Social
de3335cf8a, go into an anti-gravity chamber then you can tell gravity to suck it.,neutral,Political
66553340b5,off to friendss for theree birthdayy.  X,neutral,Social
700250b680,http://twitpic.com/4we51 - summer is here.,neutral,Economy
ad1048f94a," demi, just say hi to me and it`s enough. just replay to me please  love you so much!!!",positive,Social
3ba8aae354,Boo Im lonely and bored,negative,Social
b7593875b9,It hurts to breathe again.. Why?,negative,Technology
bf39f4a8e8,"Off to the Dream World to battle the evil Spork Horde.  Later, folks.",neutral,Social
830204562f, waaaaayyyyy too hot for that,negative,Political
21f33ed71b,.... So I always get left out,negative,Economy
6163e18147," again, surely the uploading could wait until you got home?  I`m all about enjoying the party when you can.",positive,Social
52647602ae,might start Spanish...any min now....nope just can`t do it! ****,neutral,Technology
e6dd04089e, yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,negative,Social
f6bd9dc20b,"talkshow with Larry, then Cage?",neutral,Social
b617c30b83,****... Why does it take so long to install SBS2008?!,negative,Political
afa50a2b3d,Have to go to work  typical sunshine and deep sleep; stupid friday.,negative,Economy
00fce30b5a,_Uh_Knee,neutral,Economy
56f4858e28,I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done.,neutral,Technology
379e89dbe2,just got my first lesson in when rain meets my white  shirt   if one more man tells me they like my bra on more time! smh,neutral,Social
9602d7a22e,At tempe marketplace waiting to see Star Trek.,neutral,Economy
166d256415, all you have to do is have your boyfriend say something for me so i can hear his accent.,neutral,Political
46f1ba10a6,95 degrees and a crappy a/c,negative,Technology
727970718c,Stuck on NJ Transit for the past twenty minutes. Great way to start the week,neutral,Economy
8aedf1f584,Playing 'The Simpsons Game' for Nitentdo DS Light *_*,neutral,Technology
4bc0a95c7f, Pleaseee Give Me A Shoutout  Love Georgia (UK),positive,Social
cd521f760b,That`s exactly why I prefer to give money and play outside the house. Stupid Internet connection always ruining my instances!!!!  #wow,neutral,Economy
564a606a5c,I am having a pretty good time at work talking **** with one on  the gymnastics gils,neutral,Economy
434ad2efd0,Just had an iced coffee. Christ that tasted nasty,negative,Technology
51807d921b," haha, yeah I think it`s a bit of both",neutral,Social
8c2214f7c9,Angus down 3-1 in first set     http://yfrog.com/10jsepj,neutral,Political
2f6c8287b9," He steals my stuff, buries them under fence. Embarassing when it`s the man returning them! Not much I can do about frogs.",negative,Economy
aeb913f372,"Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!",positive,Social
047892c4a4, I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won`t see him until Sunday.,negative,Technology
9.55E+09,I don`t wanna be single the rest of my life,positive,Social
c91053e95c, The John Lennon poster. My inner fan girl is dancing with joy.,positive,Political
0bc37920e0,"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative,Social
f172c21df4,"is boiling in the office, air con any1 ?",neutral,Economy
099307c23f, I`m so ready for the weekend. Did you see all the flash flood warnings for around here?,neutral,Political
03ab738935,#hollyoaks .... The curse of justin strikes again.... Date the burton and end up screwed  poor sod,negative,Technology
4f515f5e73,"hmm. I`m disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",neutral,Technology
ce8d751c03, not there but wish I were,neutral,Social
7cad00677e," Ahh Dave Canada isn`t included  That`s okay, we still love ya!  Let`s get this!",positive,Social
b7292eb73c," No nothing wrong with thinking he`s hot, but he belongs to me",positive,Political
6e16b06e7a,Morning & welcome new followers! I tweet business & pleasure so just fair warning,positive,Political
b0a6c8780f,IBood DOWN,neutral,Economy
a3527a3ccc,"J, sorry about the bad night, hopefully my workout updates gave you a little humor in your night..",neutral,Economy
93d102ad3f,_Kid congrats; im still jobless,neutral,Economy
10e155d558, heyyy! how are you todayy?!,neutral,Technology
be4d616992, Yucky! We had our last soccer game of the season today...tryouts start Friday,negative,Technology
